Stock_Item_Key,Stock_Item,Selling_Package,Buying_Package,Brand,Size,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Barcode,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,Lineage_Key,Purchase_Key,DATE_TEMP,Supplier_Key,WWI_Purchase_Order_ID,Ordered_Outers,Ordered_Quantity,Received_Outers,Package,Is_Order_Finalized,Color,End_Of_Month,DATE_YEAR,DATE_QUARTER,DATE_MONTH,Price_Category
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6388,2015-08-21,17,1596,2645,31740,2645,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6401,2015-08-24,17,1600,2651,31812,2651,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6410,2015-08-25,17,1602,2657,31884,2657,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6419,2015-08-26,17,1604,2668,32016,2668,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6428,2015-08-27,17,1606,2672,32064,2672,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6437,2015-08-28,17,1608,2670,32040,2670,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6448,2015-08-31,17,1612,2669,32028,2669,Carton,1,White,2015-08-31,2015,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6457,2015-09-01,17,1614,2668,32016,2668,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6466,2015-09-02,17,1616,2691,32292,2691,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6475,2015-09-03,17,1618,2689,32268,2689,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6484,2015-09-04,17,1620,2698,32376,2698,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6493,2015-09-05,17,1622,10,120,10,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6500,2015-09-07,17,1624,2722,32664,2722,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6509,2015-09-08,17,1626,2739,32868,2739,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6518,2015-09-09,17,1628,2737,32844,2737,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6527,2015-09-10,17,1630,2747,32964,2747,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6536,2015-09-11,17,1632,2767,33204,2767,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6546,2015-09-14,17,1635,2764,33168,2764,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6555,2015-09-15,17,1637,2762,33144,2762,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6564,2015-09-16,17,1639,2760,33120,2760,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6573,2015-09-17,17,1641,2762,33144,2762,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6582,2015-09-18,17,1643,2760,33120,2760,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6588,2015-09-19,17,1645,6,72,6,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6595,2015-09-21,17,1647,2775,33300,2775,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6604,2015-09-22,17,1649,2776,33312,2776,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6613,2015-09-23,17,1651,2803,33636,2803,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6622,2015-09-24,17,1653,2809,33708,2809,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6631,2015-09-25,17,1655,2807,33684,2807,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6640,2015-09-26,17,1657,1,12,1,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6645,2015-09-28,17,1658,2807,33684,2807,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6654,2015-09-29,17,1660,2815,33780,2815,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6663,2015-09-30,17,1662,2823,33876,2823,Carton,1,White,2015-09-30,2015,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6672,2015-10-01,17,1664,2821,33852,2821,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6681,2015-10-02,17,1666,2831,33972,2831,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6693,2015-10-05,17,1670,2827,33924,2827,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6702,2015-10-06,17,1672,2847,34164,2847,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6711,2015-10-07,17,1674,2846,34152,2846,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6720,2015-10-08,17,1676,2844,34128,2844,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6729,2015-10-09,17,1678,2842,34104,2842,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6735,2015-10-10,17,1680,2,24,2,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6741,2015-10-12,17,1682,2847,34164,2847,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6750,2015-10-13,17,1684,2847,34164,2847,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6759,2015-10-14,17,1686,2845,34140,2845,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6768,2015-10-15,17,1688,2855,34260,2855,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6777,2015-10-16,17,1690,2854,34248,2854,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6789,2015-10-19,17,1694,2872,34464,2872,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6798,2015-10-20,17,1696,2870,34440,2870,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6807,2015-10-21,17,1698,2893,34716,2893,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6816,2015-10-22,17,1700,2907,34884,2907,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6825,2015-10-23,17,1702,2933,35196,2933,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6833,2015-10-24,17,1704,6,72,6,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6838,2015-10-26,17,1706,2942,35304,2942,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6847,2015-10-27,17,1708,2946,35352,2946,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6856,2015-10-28,17,1710,2946,35352,2946,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6865,2015-10-29,17,1712,2953,35436,2953,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6874,2015-10-30,17,1714,2962,35544,2962,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6882,2015-10-31,17,1716,10,120,10,Carton,1,White,2015-10-31,2015,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6888,2015-11-02,17,1718,3011,36132,3011,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6897,2015-11-03,17,1720,3009,36108,3009,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6906,2015-11-04,17,1722,3007,36084,3007,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6915,2015-11-05,17,1724,3012,36144,3012,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6924,2015-11-06,17,1726,3010,36120,3010,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6935,2015-11-09,17,1730,3006,36072,3006,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6944,2015-11-10,17,1732,3017,36204,3017,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6953,2015-11-11,17,1734,3029,36348,3029,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6962,2015-11-12,17,1736,3027,36324,3027,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6971,2015-11-13,17,1738,3025,36300,3025,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6979,2015-11-14,17,1740,10,120,10,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6985,2015-11-16,17,1742,3040,36480,3040,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,6994,2015-11-17,17,1744,3038,36456,3038,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7003,2015-11-18,17,1746,3036,36432,3036,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7012,2015-11-19,17,1748,3046,36552,3046,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7021,2015-11-20,17,1750,3044,36528,3044,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7031,2015-11-23,17,1753,3059,36708,3059,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7040,2015-11-24,17,1755,3080,36960,3080,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7049,2015-11-25,17,1757,3091,37092,3091,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7058,2015-11-26,17,1759,3097,37164,3097,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7067,2015-11-27,17,1761,3105,37260,3105,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7077,2015-11-30,17,1764,3111,37332,3111,Carton,1,White,2015-11-30,2015,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7086,2015-12-01,17,1766,3109,37308,3109,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7095,2015-12-02,17,1768,3107,37284,3107,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7104,2015-12-03,17,1770,3108,37296,3108,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7113,2015-12-04,17,1772,3106,37272,3106,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7127,2015-12-07,17,1776,3102,37224,3102,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7136,2015-12-08,17,1778,3100,37200,3100,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7145,2015-12-09,17,1780,3108,37296,3108,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7154,2015-12-10,17,1782,3112,37344,3112,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7163,2015-12-11,17,1784,3115,37380,3115,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7177,2015-12-14,17,1788,3112,37344,3112,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7186,2015-12-15,17,1790,3113,37356,3113,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7195,2015-12-16,17,1792,3111,37332,3111,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7204,2015-12-17,17,1794,3109,37308,3109,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7213,2015-12-18,17,1796,3107,37284,3107,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7227,2015-12-21,17,1800,3114,37368,3114,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7236,2015-12-22,17,1802,3116,37392,3116,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7245,2015-12-23,17,1804,3121,37452,3121,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7254,2015-12-24,17,1806,3119,37428,3119,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7263,2015-12-25,17,1808,3140,37680,3140,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7275,2015-12-28,17,1812,3141,37692,3141,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7284,2015-12-29,17,1814,3143,37716,3143,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7293,2015-12-30,17,1816,3143,37716,3143,Carton,1,White,2015-12-31,2015,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,7302,2015-12-31,17,1818,3151,37812,3151,Carton,1,White,2015-12-31,2015,4,12,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4773,2015-01-01,17,1210,1004,12048,1004,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4782,2015-01-02,17,1212,1000,12000,1000,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4790,2015-01-03,17,1214,7,84,7,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4795,2015-01-05,17,1215,1005,12060,1005,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4804,2015-01-06,17,1217,1004,12048,1004,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4813,2015-01-07,17,1219,1003,12036,1003,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4822,2015-01-08,17,1221,1011,12132,1011,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4831,2015-01-09,17,1223,1012,12144,1012,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4841,2015-01-12,17,1226,1009,12108,1009,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4850,2015-01-13,17,1228,1005,12060,1005,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4859,2015-01-14,17,1230,1012,12144,1012,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4868,2015-01-15,17,1232,1018,12216,1018,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4877,2015-01-16,17,1234,1014,12168,1014,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4887,2015-01-19,17,1237,1011,12132,1011,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4896,2015-01-20,17,1239,1011,12132,1011,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4905,2015-01-21,17,1241,1017,12204,1017,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4914,2015-01-22,17,1243,1013,12156,1013,Carton,1,Black,2015-01-31,2015,1,1,D
125,The Gu red shirt XML tag t-shirt (Black) XL,Each,Carton,N/A,XL,7,12,0,N/A,7,18,26.91,0.35,5,4923,2015-01-23,17,1245,1009,12108,1009,Carton,1,Black,2015-01-31,2015,1,1,D
